directory,branch_misprediction_1,l2_cache_miss_1,l3_cache_miss_1,time_ns_1,cycles_1,instructions_1,branch_misprediction_2,l2_cache_miss_2,l3_cache_miss_2,time_ns_2,cycles_2,instructions_2
/root/snipersim_framework/config_baseline_l2_256_l3_4096_prefetcher_none_branch_512,,,,,,,,,,,,
/root/snipersim_framework/config_l2_512_l3MB_8192_prefetch_ghb_branch_512,118000,8724,6557,14475800,38505628,69593870,112884,6658,837,14475800,38505628,54266254
/root/snipersim_framework/config_l2_256_l3MB_16384_prefetch_none_branch_4096,118096,10326,6494,17402100,46289586,92902085,113367,6227,797,17402100,46289586,64727333
/root/snipersim_framework/config_l2_256_l3MB_4096_prefetch_ghb_branch_1024,118274,10618,6592,16408900,43647674,61762135,114370,6213,852,16408900,43647674,59134609
/root/snipersim_framework/config_l2_1024_l3MB_8192_prefetch_simple_branch_1024,117970,8615,6560,15462700,41130782,69881339,111883,6612,827,15462700,41130782,59569096
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_simple_branch_2048,116588,10543,6456,17407400,46303684,92959721,112845,6325,904,17407400,46303684,59478324
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_ghb_branch_512,117946,10325,6622,16517700,43937082,77513201,112969,6103,756,16517700,43937082,54298511
/root/snipersim_framework/config_l2_512_l3MB_4096_prefetch_simple_branch_2048,116827,8601,6447,19328000,51412480,100353692,112707,6687,848,19328000,51412480,64370646
/root/snipersim_framework/config_l2_1024_l3MB_16384_prefetch_none_branch_512,117317,8621,6484,17496400,46540424,93297306,114217,6725,861,17496400,46540424,59750650
/root/snipersim_framework/config_l2_256_l3MB_12288_prefetch_simple_branch_512,118034,10173,6626,16471000,43812860,85217510,112963,6224,756,16471000,43812860,59446684
/root/snipersim_framework/config_l2_1024_l3MB_12288_prefetch_ghb_branch_4096,117756,8601,6587,17433500,46373110,93151189,112610,6752,798,17433500,46373110,49142733
/root/snipersim_framework/config_l2_1024_l3MB_16384_prefetch_simple_branch_1024,118961,8313,6586,17528600,46626076,93263951,113694,6768,756,17528600,46626076,59475970
/root/snipersim_framework/config_l2_512_l3MB_4096_prefetch_ghb_branch_512,117919,8687,6547,16435600,43718696,85232934,113291,6681,816,16435600,43718696,54262068
/root/snipersim_framework/config_l2_512_l3MB_4096_prefetch_none_branch_4096,117267,8770,6474,13552500,36049650,54073626,114210,6859,881,13552500,36049650,49040565
/root/snipersim_framework/config_l2_1024_l3MB_12288_prefetch_simple_branch_512,118831,8613,6564,19457600,51757216,108870845,114404,6908,851,19457600,51757216,54628416
/root/snipersim_framework/config_l2_512_l3MB_4096_prefetch_simple_branch_1024,117371,8680,6534,14470200,38490732,61792135,112459,6705,775,14470200,38490732,54189648
/root/snipersim_framework/config_l2_512_l3MB_16384_prefetch_ghb_branch_512,117840,8708,6513,15415300,41004698,69342739,113089,6722,827,15415300,41004698,59235688
/root/snipersim_framework/config_l2_256_l3MB_16384_prefetch_ghb_branch_2048,117159,10431,6471,17485700,46511962,93279552,113365,6182,835,17485700,46511962,59749535
/root/snipersim_framework/config_l2_1024_l3MB_8192_prefetch_none_branch_1024,116617,8498,6483,21343000,56772380,116752041,112501,6779,815,21343000,56772380,69944567
/root/snipersim_framework/config_l2_1024_l3MB_16384_prefetch_ghb_branch_512,118977,8345,6588,17535500,46644430,93266360,115229,6739,755,17535500,46644430,64784819
/root/snipersim_framework/config_l2_512_l3MB_12288_prefetch_ghb_branch_2048,118384,8334,6588,18542800,49323848,101200922,115110,6760,762,18542800,49323848,49101171
/root/snipersim_framework/config_l2_512_l3MB_8192_prefetch_ghb_branch_1024,116522,8746,6454,17445900,46406094,93170932,112903,6763,885,17445900,46406094,59478312
/root/snipersim_framework/config_l2_1024_l3MB_16384_prefetch_ghb_branch_1024,118469,8345,6595,16551300,44026458,85315053,114674,6767,751,16551300,44026458,59517935
/root/snipersim_framework/config_l2_1024_l3MB_12288_prefetch_simple_branch_1024,118238,8582,6481,15405100,40977566,61666180,112259,6850,831,15405100,40977566,59198116
/root/snipersim_framework/config_l2_512_l3MB_4096_prefetch_simple_branch_512,118298,8721,6495,17490100,46523666,85521539,112954,6841,879,17490100,46523666,59401536
/root/snipersim_framework/config_l2_256_l3MB_12288_prefetch_none_branch_2048,116772,10332,6431,17426800,46355288,93170666,112585,6012,865,17426800,46355288,54272365
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_none_branch_2048,117897,10531,6567,16427700,43697682,85204261,111522,6281,775,16427700,43697682,54255593
/root/snipersim_framework/config_l2_1024_l3MB_8192_prefetch_ghb_branch_2048,118947,8330,6590,16620100,44209466,69687793,115147,6644,758,16620100,44209466,59486501
/root/snipersim_framework/config_l2_1024_l3MB_8192_prefetch_simple_branch_2048,118340,8620,6512,16489100,43861006,85255686,114505,6839,860,16489100,43861006,59703356
/root/snipersim_framework/config_l2_256_l3MB_4096_prefetch_simple_branch_2048,118605,10574,6569,16494100,43874306,85333390,114107,6169,833,16494100,43874306,54447443
/root/snipersim_framework/config_l2_256_l3MB_4096_prefetch_none_branch_4096,117111,10474,6493,15527500,41303150,77644136,114549,6067,823,15527500,41303150,54444790
/root/snipersim_framework/config_l2_512_l3MB_16384_prefetch_simple_branch_1024,117880,8644,6493,19389200,51575272,108674968,113061,6714,885,19389200,51575272,69948023
/root/snipersim_framework/config_l2_512_l3MB_4096_prefetch_none_branch_2048,117920,8424,6644,15486300,41193558,69602898,112943,6667,743,15486300,41193558,54092931
/root/snipersim_framework/config_l2_256_l3MB_12288_prefetch_simple_branch_2048,118034,10109,6626,17465300,46457698,93206480,111899,6129,756,17465300,46457698,69759942
/root/snipersim_framework/config_l2_256_l3MB_12288_prefetch_ghb_branch_1024,117775,10651,6567,17387000,46249420,92886989,113129,5980,850,17387000,46249420,59397367
/root/snipersim_framework/config_l2_1024_l3MB_4096_prefetch_none_branch_1024,117935,8653,6548,17398400,46279744,92910605,113359,6739,821,17398400,46279744,59409758
/root/snipersim_framework/config_l2_256_l3MB_16384_prefetch_simple_branch_1024,117189,10468,6442,18444400,49062104,100904720,114543,6278,860,18444400,49062104,70138050
/root/snipersim_framework/config_l2_512_l3MB_12288_prefetch_none_branch_1024,118146,8682,6485,18397000,48936020,100847323,112810,6720,836,18397000,48936020,64624382
/root/snipersim_framework/config_l2_1024_l3MB_4096_prefetch_ghb_branch_512,116836,8614,6451,16477800,43830948,77336208,111887,6457,876,16477800,43830948,59439438
/root/snipersim_framework/config_l2_512_l3MB_4096_prefetch_ghb_branch_2048,118384,8322,6594,17542200,46662252,93268998,114291,6729,752,17542200,46662252,59512853
/root/snipersim_framework/config_l2_256_l3MB_4096_prefetch_none_branch_1024,118269,10439,6554,15535000,41323100,61788391,113426,6237,877,15535000,41323100,54447027
/root/snipersim_framework/config_l2_512_l3MB_8192_prefetch_simple_branch_512,116580,8632,6419,18395100,48930966,100839523,112479,6623,864,18395100,48930966,64716164
/root/snipersim_framework/config_l2_256_l3MB_12288_prefetch_ghb_branch_2048,116811,10383,6420,18371000,48866860,93190348,111655,6085,876,18371000,48866860,69758378
/root/snipersim_framework/config_l2_512_l3MB_12288_prefetch_simple_branch_1024,116823,8618,6464,19374800,51536968,93202270,112744,6569,843,19374800,51536968,69728979
/root/snipersim_framework/config_l2_1024_l3MB_4096_prefetch_simple_branch_2048,116544,8784,6454,17443500,46399710,93165469,113028,6854,935,17443500,46399710,59595353
/root/snipersim_framework/config_l2_1024_l3MB_16384_prefetch_ghb_branch_2048,116775,8561,6439,17403900,46294374,77098263,112722,6604,850,17403900,46294374,64392390
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_none_branch_1024,116759,10311,6423,17378500,46226810,85203846,112598,6066,895,17378500,46226810,69726209
/root/snipersim_framework/config_l2_256_l3MB_12288_prefetch_simple_branch_4096,116340,10283,6507,18391600,48921656,101002757,111214,6209,811,18391600,48921656,64769414
/root/snipersim_framework/config_l2_1024_l3MB_16384_prefetch_ghb_branch_4096,118009,8691,6517,18383200,48899312,93191882,112660,6738,848,18383200,48899312,64634646
/root/snipersim_framework/config_l2_512_l3MB_16384_prefetch_simple_branch_2048,118185,8708,6513,18373900,48874574,93175233,112407,6696,875,18373900,48874574,64588996
/root/snipersim_framework/config_l2_1024_l3MB_12288_prefetch_simple_branch_2048,116745,8567,6445,18394700,48929902,100855308,112211,6599,861,18394700,48929902,64717267
/root/snipersim_framework/config_l2_1024_l3MB_4096_prefetch_none_branch_4096,117900,8707,6602,15488600,41199676,69582922,112640,6757,807,15488600,41199676,49151696
/root/snipersim_framework/config_l2_1024_l3MB_8192_prefetch_none_branch_2048,117751,8333,6618,15510700,41258462,69596167,113282,6704,760,15510700,41258462,53924719
/root/snipersim_framework/config_l2_1024_l3MB_12288_prefetch_simple_branch_4096,116613,8545,6429,17445000,46403700,93189536,112830,6554,884,17445000,46403700,59575437
/root/snipersim_framework/config_l2_256_l3MB_12288_prefetch_none_branch_4096,117607,10444,6482,16451900,43762054,85390863,112407,6357,853,16451900,43762054,54400934
/root/snipersim_framework/sample_code,2530,,,181300,482258,201933,122,,,181300,482258,3958
/root/snipersim_framework/config_l2_256_l3MB_16384_prefetch_simple_branch_4096,116320,10570,6579,15437400,41063484,77231196,113149,6426,802,15437400,41063484,59381707
/root/snipersim_framework/config_l2_1024_l3MB_12288_prefetch_ghb_branch_2048,116707,8614,6467,17430500,46365130,85520501,113028,6774,830,17430500,46365130,64586462
/root/snipersim_framework/config_l2_256_l3MB_16384_prefetch_none_branch_1024,117790,10446,6541,16461100,43786526,85459479,112473,6180,846,16461100,43786526,49165581
/root/snipersim_framework/config_l2_1024_l3MB_4096_prefetch_none_branch_2048,117147,8558,6451,19435100,51697366,101273275,114684,6760,856,19435100,51697366,64734771
/root/snipersim_framework/config_l2_512_l3MB_12288_prefetch_none_branch_2048,118042,8719,6549,18437700,49044282,101166193,112825,6775,868,18437700,49044282,59578987
/root/snipersim_framework/config_l2_256_l3MB_16384_prefetch_simple_branch_2048,117719,10355,6444,17409900,46310334,85292163,112579,6103,832,17409900,46310334,54361472
/root/snipersim_framework/config_l2_512_l3MB_4096_prefetch_ghb_branch_4096,118671,8686,6569,15540200,41336932,77665679,114440,6734,808,15540200,41336932,59760362
/root/snipersim_framework/config_l2_512_l3MB_12288_prefetch_simple_branch_512,118002,8592,6503,18423600,49006776,100857046,112396,6777,794,18423600,49006776,64712447
/root/snipersim_framework/config_l2_512_l3MB_16384_prefetch_ghb_branch_2048,118982,8369,6583,18535400,49304164,101248302,115432,6717,757,18535400,49304164,70094423
/root/snipersim_framework/config_l2_1024_l3MB_12288_prefetch_none_branch_4096,117272,8572,6430,18433500,49033110,93305076,114330,6699,879,18433500,49033110,64742141
/root/snipersim_framework/config_l2_1024_l3MB_12288_prefetch_none_branch_2048,118360,8556,6510,17460900,46445994,93193835,112671,6766,790,17460900,46445994,64723963
/root/snipersim_framework/config_l2_512_l3MB_12288_prefetch_ghb_branch_4096,118469,8593,6581,14537700,38670282,69720816,114306,6827,791,14537700,38670282,54447972
/root/snipersim_framework/config_l2_1024_l3MB_4096_prefetch_simple_branch_1024,117940,8548,6562,17420300,46337998,85193239,112769,6694,799,17420300,46337998,59321092
/root/snipersim_framework/config_l2_512_l3MB_8192_prefetch_simple_branch_1024,117205,8613,6502,15508200,41251812,77378167,115493,6763,806,15508200,41251812,54451847
/root/snipersim_framework/config_l2_1024_l3MB_4096_prefetch_none_branch_512,118378,8665,6504,17505000,46563300,93291359,113549,6946,887,17505000,46563300,59749769
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_simple_branch_4096,117946,10386,6480,17451900,46422054,93376213,112597,6210,856,17451900,46422054,70149795
/root/snipersim_framework/config_l2_1024_l3MB_16384_prefetch_none_branch_2048,117789,8574,6568,15467400,41143284,77540595,112591,6686,824,15467400,41143284,49144948
/root/snipersim_framework/config_l2_512_l3MB_8192_prefetch_none_branch_512,116658,8806,6380,17465400,46457964,84935797,112756,6607,964,17465400,46457964,64523505
/root/snipersim_framework/config_l2_1024_l3MB_8192_prefetch_ghb_branch_512,118426,8317,6593,17546100,46672626,93241972,114613,6757,757,17546100,46672626,59512633
/root/snipersim_framework/config_l2_512_l3MB_12288_prefetch_ghb_branch_1024,116344,8642,6378,17398600,46280276,84862122,112647,6422,905,17398600,46280276,54057253
/root/snipersim_framework/config_l2_1024_l3MB_12288_prefetch_ghb_branch_1024,118271,8496,6492,17495900,46539094,93299316,112986,6826,838,17495900,46539094,59754606
/root/snipersim_framework/config_l2_512_l3MB_4096_prefetch_none_branch_512,118624,8644,6615,17434300,46375238,92842835,113326,6788,769,17434300,46375238,59442422
/root/snipersim_framework/config_l2_512_l3MB_16384_prefetch_ghb_branch_1024,117593,8576,6556,15383100,40919046,61184785,112406,6667,807,15383100,40919046,58839362
/root/snipersim_framework/config_l2_1024_l3MB_8192_prefetch_ghb_branch_1024,117166,8532,6432,19428100,51678746,101266639,114432,6645,880,19428100,51678746,64748461
/root/snipersim_framework/config_l2_256_l3MB_4096_prefetch_simple_branch_1024,118336,10385,6550,17540400,46657464,85466433,114096,6142,760,17540400,46657464,54335570
/root/snipersim_framework/config_l2_256_l3MB_12288_prefetch_none_branch_1024,117228,10479,6485,17496600,46540956,85502058,112674,6218,881,17496600,46540956,59604005
/root/snipersim_framework/config_l2_512_l3MB_16384_prefetch_simple_branch_4096,116538,8703,6387,15467500,41143550,77266552,112832,6365,909,15467500,41143550,59406168
/root/snipersim_framework/config_l2_256_l3MB_4096_prefetch_ghb_branch_512,118303,10464,6454,16436100,43720026,85190968,111622,6143,857,16436100,43720026,54276495
/root/snipersim_framework/config_l2_1024_l3MB_4096_prefetch_simple_branch_512,117203,8529,6484,22391000,59560060,124835534,114555,6837,834,22391000,59560060,70067208
/root/snipersim_framework/config_l2_512_l3MB_4096_prefetch_ghb_branch_1024,117042,8528,6464,18480300,49157598,77648336,114056,6639,852,18480300,49157598,64569495
/root/snipersim_framework/config_l2_512_l3MB_12288_prefetch_simple_branch_4096,117942,8674,6563,14445500,38425030,61651907,112854,6784,833,14445500,38425030,54065884
/root/snipersim_framework/config_l2_1024_l3MB_12288_prefetch_none_branch_512,116533,8538,6424,15429800,41043268,69527239,111071,6519,860,15429800,41043268,48937557
/root/snipersim_framework/config_l2_512_l3MB_8192_prefetch_simple_branch_2048,117075,8598,6462,17442100,46395986,77679723,113448,6747,872,17442100,46395986,64554312
/root/snipersim_framework/config_l2_1024_l3MB_16384_prefetch_none_branch_1024,117738,8626,6544,17428400,46359544,93175827,112723,6751,849,17428400,46359544,54274965
/root/snipersim_framework/config_l2_1024_l3MB_8192_prefetch_none_branch_512,116920,8503,6456,15496700,41221222,69708686,114497,6675,840,15496700,41221222,59549194
/root/snipersim_framework/config_l2_512_l3MB_16384_prefetch_none_branch_512,117336,8618,6455,15489800,41202868,69713238,113851,6739,859,15489800,41202868,59465096
/root/snipersim_framework/config_l2_512_l3MB_8192_prefetch_simple_branch_4096,116718,8643,6509,15517100,41275486,69748697,114747,6769,804,15517100,41275486,59612351
/root/snipersim_framework/config_l2_1024_l3MB_16384_prefetch_simple_branch_4096,116592,8696,6485,16436600,43721356,85135001,112819,6728,860,16436600,43721356,59549197
/root/snipersim_framework/config_l2_1024_l3MB_8192_prefetch_simple_branch_512,116766,8571,6445,17412100,46316186,85528289,112760,6621,851,17412100,46316186,64590697
/root/snipersim_framework/config_l2_512_l3MB_16384_prefetch_none_branch_4096,118306,8590,6558,18446100,49066626,93299180,114391,6758,827,18446100,49066626,64761948
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_none_branch_512,116804,10399,6437,20338700,54100942,108819199,112662,6016,851,20338700,54100942,69789901
/root/snipersim_framework/config_l2_512_l3MB_12288_prefetch_ghb_branch_512,118140,8675,6569,15541600,41340656,77627140,114448,6800,821,15541600,41340656,49343024
/root/snipersim_framework/config_l2_256_l3MB_16384_prefetch_ghb_branch_4096,118256,10484,6531,17483500,46506110,85583651,114682,6204,857,17483500,46506110,59501254
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_simple_branch_1024,117589,10467,6514,16382800,43578248,77231580,112630,6190,921,16382800,43578248,54201824
/root/snipersim_framework/config_l2_256_l3MB_16384_prefetch_ghb_branch_1024,117713,10557,6507,17421900,46342254,93134878,112702,6067,881,17421900,46342254,49152160
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_ghb_branch_1024,116706,10377,6432,18348100,48805946,92904298,113007,6063,864,18348100,48805946,64496657
/root/snipersim_framework/config_l2_512_l3MB_16384_prefetch_ghb_branch_4096,118396,8360,6591,14553400,38712044,61720364,114268,6743,749,14553400,38712044,54020417
/root/snipersim_framework/config_l2_1024_l3MB_8192_prefetch_none_branch_4096,117802,8592,6516,16422200,43683052,77271595,113313,6664,852,16422200,43683052,54217538
/root/snipersim_framework/config_l2_512_l3MB_12288_prefetch_none_branch_512,117168,8544,6517,17496000,46539360,93307688,114643,6679,797,17496000,46539360,54426093
/root/snipersim_framework/config_l2_1024_l3MB_8192_prefetch_simple_branch_4096,118315,8599,6562,16504600,43902236,85332369,112936,6802,802,16504600,43902236,59753605
/root/snipersim_framework/config_l2_512_l3MB_12288_prefetch_none_branch_4096,117831,8607,6495,15472700,41157382,77547267,112935,6681,838,15472700,41157382,49148040
/root/snipersim_framework/config_l2_256_l3MB_16384_prefetch_simple_branch_512,117114,10153,6416,15494200,41214572,77344117,115849,6189,900,15494200,41214572,54475890
/root/snipersim_framework/config_l2_256_l3MB_4096_prefetch_simple_branch_512,118601,10684,6538,18530300,49290598,93292914,114478,6097,833,18530300,49290598,64801394
/root/snipersim_framework/config_l2_512_l3MB_8192_prefetch_ghb_branch_4096,117746,8645,6492,17432000,46369120,93162852,112809,6670,842,17432000,46369120,49141179
/root/snipersim_framework/config_l2_512_l3MB_16384_prefetch_simple_branch_512,117769,8660,6527,18393300,48926178,100851154,112580,6611,793,18393300,48926178,64714319
/root/snipersim_framework/config_l2_512_l3MB_12288_prefetch_simple_branch_2048,117348,8650,6539,20435800,54359228,109232949,114247,6810,780,20435800,54359228,70094255
/root/snipersim_framework/config_l2_512_l3MB_8192_prefetch_none_branch_4096,117700,8592,6527,16444400,43742104,77550119,112824,6821,792,16444400,43742104,59397871
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_simple_branch_512,116489,10189,6536,20360900,54159994,93094862,110793,6400,786,20360900,54159994,54218201
/root/snipersim_framework/config_l2_1024_l3MB_4096_prefetch_ghb_branch_4096,116878,8674,6612,20459100,54421206,100959051,114682,7083,806,20459100,54421206,54435064
/root/snipersim_framework/,,,,,,,,,,,,
/root/snipersim_framework/config_l2_1024_l3MB_12288_prefetch_none_branch_1024,118435,8352,6594,17512600,46583516,92989270,114719,6682,753,17512600,46583516,64662262
/root/snipersim_framework/config_l2_256_l3MB_12288_prefetch_none_branch_512,117042,10463,6478,14577500,38776150,69963315,114618,6142,854,14577500,38776150,54654470
/root/snipersim_framework/config_l2_512_l3MB_8192_prefetch_none_branch_1024,118389,8313,6592,17544000,46667040,93269000,114652,6723,754,17544000,46667040,59512853
/root/snipersim_framework/config_l2_1024_l3MB_4096_prefetch_simple_branch_4096,117474,8317,6582,16547300,44015818,69660924,114690,6727,757,16547300,44015818,59310465
/root/snipersim_framework/config_l2_512_l3MB_4096_prefetch_none_branch_1024,116621,8570,6443,20381100,54213726,109097070,112501,6727,855,20381100,54213726,64762020
/root/snipersim_framework/config_l2_256_l3MB_16384_prefetch_ghb_branch_512,118346,10095,6628,17530100,46630066,93247035,114393,6235,752,17530100,46630066,54471877
/root/snipersim_framework/config_l2_256_l3MB_4096_prefetch_ghb_branch_4096,116859,10441,6389,17376500,46221490,85221527,113093,6138,914,17376500,46221490,59324286
/root/snipersim_framework/config_l2_1024_l3MB_4096_prefetch_ghb_branch_1024,118430,8662,6556,16496000,43879360,85330220,111978,6830,868,16496000,43879360,54442599
/root/snipersim_framework/config_l2_256_l3MB_12288_prefetch_simple_branch_1024,117220,10204,6518,17489000,46520740,93276546,115316,6231,779,17489000,46520740,59750687
/root/snipersim_framework/config_l2_1024_l3MB_4096_prefetch_ghb_branch_2048,117651,8620,6575,16436100,43720026,85236669,113281,6709,799,16436100,43720026,54273350
/root/snipersim_framework/config_l2_512_l3MB_8192_prefetch_ghb_branch_2048,116784,8731,6394,17468600,46466476,84886037,113059,6477,899,17468600,46466476,64493959
/root/snipersim_framework/config_l2_1024_l3MB_12288_prefetch_ghb_branch_512,116829,8621,6451,16439500,43729070,85209150,112914,6732,863,16439500,43729070,59587347
/root/snipersim_framework/config_l2_256_l3MB_4096_prefetch_ghb_branch_2048,117187,10406,6501,19428000,51678480,101237602,114479,6321,819,19428000,51678480,64755052
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_ghb_branch_2048,117895,10283,6628,17471700,46474722,93147226,112735,6178,760,17471700,46474722,49179663
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_ghb_branch_4096,116992,10315,6433,16490900,43865794,85329632,115858,6160,847,16490900,43865794,54452153
/root/snipersim_framework/config_l2_256_l3MB_16384_prefetch_none_branch_2048,118126,10374,6560,17491600,46527656,93267335,114910,6255,802,17491600,46527656,54633537
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_none_branch_4096,116617,10270,6463,19370800,51526328,101133426,113093,6001,834,19370800,51526328,69944948
/root/snipersim_framework/config_l2_256_l3MB_12288_prefetch_ghb_branch_512,118007,10459,6558,18383100,48899046,93171256,113127,6063,841,18383100,48899046,64669146
/root/snipersim_framework/config_l2_1024_l3MB_16384_prefetch_simple_branch_512,115333,9039,6486,15497300,41222818,61765737,114168,8946,867,15497300,41222818,48852891
/root/snipersim_framework/config_l2_256_l3MB_12288_prefetch_ghb_branch_4096,118346,10296,6638,16540900,43998794,77654348,113049,6334,741,16540900,43998794,59550017
/root/snipersim_framework/config_l2_256_l3MB_16384_prefetch_none_branch_512,117049,10552,6492,16486300,43853558,85334345,114195,6125,823,16486300,43853558,54449510
/root/snipersim_framework/config_l2_1024_l3MB_16384_prefetch_none_branch_4096,117149,8773,6503,17503300,46558778,93280154,114882,7006,932,17503300,46558778,59702667
/root/snipersim_framework/config_l2_512_l3MB_8192_prefetch_none_branch_2048,117717,8365,6610,16504700,43902502,77568642,110773,6728,765,16504700,43902502,53927243
/root/snipersim_framework/config_l2_512_l3MB_16384_prefetch_none_branch_2048,117094,8670,6423,15550100,41363266,77632223,113767,6759,914,15550100,41363266,49354170
/root/snipersim_framework/config_l2_512_l3MB_16384_prefetch_none_branch_1024,117923,8578,6550,15472600,41157116,77562796,112859,6757,806,15472600,41157116,59572949
/root/snipersim_framework/config_l2_1024_l3MB_16384_prefetch_simple_branch_2048,116604,8553,6483,18397900,48938414,100856318,112468,6750,830,18397900,48938414,64714623
/root/snipersim_framework/config_l2_256_l3MB_4096_prefetch_none_branch_2048,118329,10377,6517,20458600,54419876,109238286,113791,6186,827,20458600,54419876,70230071
/root/snipersim_framework/config_l2_1024_l3MB_8192_prefetch_ghb_branch_4096,117869,8362,6584,17482000,46502120,93160849,112925,6600,762,17482000,46502120,59322669
/root/snipersim_framework/config_l2_256_l3MB_4096_prefetch_simple_branch_4096,117028,10349,6411,20391700,54241922,108893271,113818,6161,867,20391700,54241922,65015121
/root/snipersim_framework/config_l2_256_l3MB_4096_prefetch_none_branch_512,118043,10521,6496,20386100,54227026,116775535,112297,6185,804,20386100,54227026,64892279
/root/snipersim_framework/config_l2_512_l3MB_4096_prefetch_simple_branch_4096,116356,8750,6451,19444800,51723168,109137538,112796,6764,891,19444800,51723168,75426258
